idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior
24,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,julho,sexta-feira,longa,4,nenhum
34,especialista,casado(a),ensino técnico,não,não,sim,telefone móvel,abril,quinta-feira,longa,1,nenhum
54,gerência,casado(a),básico,,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
61,gerência,casado(a),graduação,não,sim,sim,telefone móvel,julho,quinta-feira,longa,1,mais de um
45,trabalhador manual,divorciado(a),ensino técnico,não,sim,sim,telefone móvel,julho,quinta-feira,curta,1,nenhum
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,abril,sexta-feira,longa,1,nenhum
27,escritório,solteiro(a),graduação,não,não,não,telefone fixo,agosto,segunda-feira,longa,1,apenas um
40,desempregado,casado(a),básico,não,não,não,telefone fixo,junho,segunda-feira,média,1,nenhum
35,desempregado,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,segunda-feira,longa,2,nenhum
35,empreendedor,solteiro(a),ensino técnico,não,sim,não,telefone móvel,maio,sexta-feira,curta,2,apenas um
40,empreendedor,casado(a),básico,,não,não,telefone fixo,maio,segunda-feira,curta,3,nenhum
39,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,longa,3,nenhum
36,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,quarta-feira,longa,3,nenhum
41,trabalhador manual,casado(a),,não,não,não,telefone móvel,julho,terça-feira,curta,3,nenhum
54,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,julho,quarta-feira,longa,1,mais de um
44,empreendedor,casado(a),ensino técnico,não,não,não,telefone móvel,maio,sexta-feira,média,4,nenhum
43,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,novembro,sexta-feira,longa,3,nenhum
29,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,1,nenhum
60,terceirizados,casado(a),graduação,não,sim,não,telefone móvel,outubro,segunda-feira,longa,2,mais de um
49,especialista,casado(a),básico,não,não,não,telefone móvel,julho,quinta-feira,média,5,nenhum
45,escritório,divorciado(a),ensino médio,,sim,não,telefone fixo,maio,quarta-feira,longa,1,nenhum
30,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,segunda-feira,longa,3,nenhum
43,gerência,casado(a),graduação,não,sim,não,telefone móvel,setembro,quarta-feira,média,1,mais de um
31,especialista,divorciado(a),ensino técnico,não,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum
37,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,quinta-feira,longa,3,nenhum
39,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,maio,sexta-feira,média,4,nenhum
30,desempregado,solteiro(a),básico,não,não,sim,telefone móvel,junho,quarta-feira,média,3,mais de um
31,especialista,solteiro(a),graduação,não,sim,sim,telefone móvel,agosto,quinta-feira,longa,3,nenhum
40,terceirizados,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,quinta-feira,média,7,nenhum
32,escritório,solteiro(a),graduação,não,não,não,telefone móvel,abril,segunda-feira,média,6,nenhum
29,escritório,casado(a),ensino médio,não,não,sim,telefone fixo,maio,sexta-feira,curta,18,nenhum
48,gerência,casado(a),básico,,não,não,telefone fixo,maio,segunda-feira,longa,1,nenhum
49,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quinta-feira,curta,1,nenhum
31,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,sexta-feira,curta,5,nenhum
42,gerência,casado(a),ensino médio,,sim,não,telefone móvel,maio,terça-feira,longa,2,nenhum
35,trabalhador manual,casado(a),ensino técnico,não,sim,sim,telefone móvel,novembro,terça-feira,curta,1,apenas um
38,especialista,solteiro(a),ensino técnico,,sim,não,telefone móvel,agosto,terça-feira,longa,1,nenhum
38,empreendedor,casado(a),ensino técnico,não,não,não,telefone móvel,junho,quarta-feira,longa,1,nenhum
56,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
35,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,quinta-feira,curta,3,apenas um
39,especialista,solteiro(a),graduação,não,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum
33,especialista,casado(a),básico,,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum
61,do lar,casado(a),básico,não,sim,não,telefone móvel,junho,terça-feira,longa,3,apenas um
37,especialista,casado(a),ensino médio,não,sim,sim,telefone móvel,maio,sexta-feira,longa,1,nenhum
48,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,segunda-feira,curta,8,nenhum
46,gerência,casado(a),graduação,não,não,não,telefone móvel,novembro,terça-feira,curta,1,nenhum
37,terceirizados,solteiro(a),básico,,sim,sim,telefone fixo,maio,quarta-feira,longa,2,nenhum
46,escritório,casado(a),ensino técnico,não,não,não,telefone móvel,julho,sexta-feira,curta,1,nenhum
34,escritório,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,longa,2,mais de um
58,trabalhador manual,casado(a),,,não,não,telefone fixo,junho,quarta-feira,longa,2,nenhum
52,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,quinta-feira,média,2,apenas um
31,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,segunda-feira,média,1,nenhum
32,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,setembro,segunda-feira,média,5,mais de um
49,trabalhador manual,casado(a),básico,,não,sim,telefone móvel,agosto,quinta-feira,média,1,nenhum
26,,solteiro(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,média,1,nenhum
31,trabalhador manual,solteiro(a),,não,não,sim,telefone fixo,junho,quinta-feira,média,5,nenhum
31,trabalhador manual,casado(a),ensino médio,,não,não,telefone móvel,julho,quarta-feira,média,1,nenhum
55,escritório,divorciado(a),ensino médio,não,não,sim,telefone móvel,julho,terça-feira,média,4,nenhum
42,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,sexta-feira,longa,1,nenhum
39,trabalhador manual,solteiro(a),básico,,não,não,telefone fixo,maio,quinta-feira,curta,3,nenhum
33,trabalhador manual,divorciado(a),básico,,não,não,telefone fixo,maio,terça-feira,longa,2,nenhum
39,especialista,solteiro(a),graduação,não,sim,não,telefone fixo,junho,quarta-feira,média,3,nenhum
31,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,curta,3,nenhum
37,especialista,casado(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,média,2,nenhum
53,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,abril,quarta-feira,longa,1,nenhum
39,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum
57,desempregado,divorciado(a),graduação,,sim,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
54,escritório,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,segunda-feira,média,1,nenhum
51,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,abril,segunda-feira,curta,6,nenhum
41,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,julho,quarta-feira,média,2,nenhum
37,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,abril,segunda-feira,longa,2,nenhum
33,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
39,escritório,casado(a),ensino médio,não,não,não,telefone móvel,julho,quarta-feira,média,3,nenhum
34,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,maio,quarta-feira,média,2,nenhum
33,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,maio,sexta-feira,média,2,nenhum
34,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,maio,sexta-feira,longa,1,nenhum
39,gerência,casado(a),,não,não,não,telefone fixo,maio,segunda-feira,longa,1,nenhum
40,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,maio,terça-feira,curta,4,nenhum
89,aposentado,divorciado(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,2,nenhum
62,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,outubro,quinta-feira,curta,1,nenhum
51,gerência,casado(a),graduação,,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
44,terceirizados,solteiro(a),ensino médio,,não,não,telefone fixo,maio,segunda-feira,curta,1,nenhum
46,escritório,casado(a),,não,sim,não,telefone fixo,junho,segunda-feira,longa,1,nenhum
33,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,média,2,nenhum
53,escritório,casado(a),graduação,não,sim,sim,telefone móvel,junho,quarta-feira,média,2,nenhum
57,aposentado,casado(a),básico,não,sim,sim,telefone móvel,novembro,quinta-feira,média,1,nenhum
39,escritório,solteiro(a),básico,não,não,não,telefone fixo,junho,terça-feira,curta,1,nenhum
39,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,maio,quinta-feira,curta,1,nenhum
44,especialista,casado(a),básico,,sim,não,telefone fixo,junho,quinta-feira,média,2,nenhum
34,especialista,solteiro(a),básico,não,não,não,telefone fixo,novembro,terça-feira,curta,1,nenhum
27,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,curta,1,apenas um
32,trabalhador manual,solteiro(a),ensino médio,não,sim,não,telefone móvel,novembro,quinta-feira,longa,1,nenhum
28,escritório,solteiro(a),graduação,não,não,não,telefone móvel,junho,sexta-feira,longa,2,nenhum
42,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,longa,9,nenhum
32,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,terça-feira,curta,3,nenhum
63,especialista,casado(a),,não,sim,não,telefone móvel,março,segunda-feira,média,1,apenas um
48,escritório,casado(a),ensino médio,não,não,não,telefone móvel,agosto,quinta-feira,longa,2,apenas um
47,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,média,2,nenhum
37,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,julho,sexta-feira,média,1,apenas um
32,especialista,casado(a),graduação,não,sim,não,telefone móvel,junho,sexta-feira,média,2,nenhum
50,especialista,divorciado(a),ensino técnico,não,sim,não,telefone móvel,outubro,sexta-feira,média,2,apenas um
45,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum
68,do lar,divorciado(a),ensino técnico,não,sim,não,telefone móvel,novembro,segunda-feira,longa,2,mais de um
25,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,nenhum
45,escritório,casado(a),básico,não,não,não,telefone móvel,julho,quarta-feira,longa,1,nenhum
41,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,média,4,nenhum
47,empreendedor,casado(a),ensino técnico,não,sim,não,telefone fixo,junho,quinta-feira,longa,1,nenhum
30,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quinta-feira,curta,1,nenhum
42,escritório,divorciado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum
52,trabalhador manual,divorciado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
33,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,curta,1,nenhum
54,empreendedor,casado(a),,não,sim,não,telefone fixo,maio,quarta-feira,média,2,nenhum
47,terceirizados,casado(a),graduação,não,sim,não,telefone móvel,setembro,quarta-feira,longa,1,nenhum
41,escritório,solteiro(a),graduação,,não,sim,telefone fixo,junho,segunda-feira,média,1,nenhum
32,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,abril,quinta-feira,longa,1,apenas um
29,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,setembro,sexta-feira,curta,1,mais de um
39,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,média,1,nenhum
31,especialista,solteiro(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,longa,1,nenhum
35,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,julho,quarta-feira,longa,8,nenhum
53,gerência,casado(a),ensino técnico,não,,,telefone fixo,maio,sexta-feira,média,2,nenhum
51,gerência,casado(a),,não,sim,não,telefone fixo,junho,quinta-feira,longa,2,nenhum
53,gerência,divorciado(a),graduação,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,apenas um
43,empreendedor,casado(a),graduação,não,não,não,telefone móvel,abril,terça-feira,média,2,nenhum
40,desempregado,casado(a),ensino médio,não,não,não,telefone móvel,maio,quarta-feira,curta,1,nenhum
58,especialista,solteiro(a),graduação,,sim,sim,telefone móvel,agosto,quinta-feira,longa,3,nenhum
38,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,março,quarta-feira,média,2,mais de um
50,gerência,casado(a),graduação,não,não,não,telefone móvel,junho,segunda-feira,média,2,nenhum
56,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quinta-feira,longa,1,nenhum
49,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,quarta-feira,longa,9,nenhum
53,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,agosto,quinta-feira,longa,3,nenhum
33,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum
72,aposentado,casado(a),básico,não,sim,sim,telefone móvel,julho,sexta-feira,média,6,nenhum
56,escritório,casado(a),ensino técnico,,sim,sim,telefone fixo,novembro,terça-feira,longa,2,nenhum
43,escritório,solteiro(a),graduação,não,não,não,telefone móvel,julho,terça-feira,média,4,nenhum
57,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum
46,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,segunda-feira,média,2,nenhum
44,gerência,casado(a),graduação,não,não,não,telefone fixo,junho,sexta-feira,curta,5,nenhum
40,trabalhador manual,divorciado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,curta,3,nenhum
37,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,março,quinta-feira,média,3,nenhum
43,gerência,casado(a),graduação,não,não,não,telefone fixo,junho,quarta-feira,média,3,nenhum
47,especialista,divorciado(a),graduação,não,não,sim,telefone móvel,julho,sexta-feira,média,3,nenhum
54,aposentado,casado(a),básico,não,não,não,telefone fixo,abril,quinta-feira,curta,3,nenhum
37,trabalhador manual,casado(a),ensino médio,não,sim,sim,telefone móvel,julho,quarta-feira,longa,1,nenhum
36,gerência,casado(a),graduação,não,não,não,telefone móvel,maio,quinta-feira,longa,1,nenhum
39,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum
48,trabalhador manual,casado(a),básico,não,,,telefone móvel,abril,segunda-feira,curta,3,nenhum
53,escritório,divorciado(a),ensino médio,,não,não,telefone móvel,julho,sexta-feira,curta,1,nenhum
51,escritório,casado(a),ensino médio,,sim,não,telefone móvel,julho,segunda-feira,longa,2,nenhum
36,especialista,casado(a),graduação,,não,não,telefone fixo,maio,quarta-feira,média,2,nenhum
55,gerência,divorciado(a),graduação,não,sim,não,telefone móvel,outubro,quinta-feira,média,2,apenas um
43,gerência,casado(a),graduação,,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum
33,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,outubro,quarta-feira,longa,1,nenhum
57,trabalhador manual,casado(a),básico,,sim,sim,telefone fixo,maio,sexta-feira,longa,1,nenhum
36,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,curta,2,nenhum
45,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum
40,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,média,1,nenhum
70,aposentado,divorciado(a),ensino técnico,não,não,não,telefone móvel,junho,sexta-feira,média,6,mais de um
31,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quinta-feira,longa,2,nenhum
54,trabalhador manual,divorciado(a),básico,não,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum
36,especialista,casado(a),graduação,,não,não,telefone fixo,junho,segunda-feira,média,1,nenhum
52,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,junho,sexta-feira,longa,1,nenhum
50,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,outubro,quarta-feira,curta,1,nenhum
35,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,abril,sexta-feira,média,1,apenas um
