idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior,produto
31,empreendedor,solteiro(a),graduação,não,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
32,especialista,casado(a),graduação,não,não,não,telefone fixo,junho,quinta-feira,longa,2,nenhum,sim
57,aposentado,casado(a),graduação,não,sim,não,telefone móvel,novembro,quarta-feira,longa,2,mais de um,sim
43,trabalhador manual,solteiro(a),básico,não,,,telefone fixo,junho,quinta-feira,curta,3,nenhum,não
27,escritório,solteiro(a),graduação,não,sim,sim,telefone móvel,maio,terça-feira,curta,7,nenhum,não
31,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,agosto,quinta-feira,curta,3,nenhum,não
43,gerência,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,longa,1,apenas um,sim
40,trabalhador manual,divorciado(a),básico,,não,não,telefone fixo,maio,terça-feira,longa,2,nenhum,não
32,especialista,casado(a),básico,não,não,sim,telefone móvel,julho,quinta-feira,longa,5,nenhum,sim
57,gerência,divorciado(a),graduação,não,não,não,telefone móvel,setembro,terça-feira,média,1,apenas um,sim
31,especialista,divorciado(a),ensino técnico,não,sim,não,telefone fixo,maio,quinta-feira,longa,1,nenhum,não
44,gerência,casado(a),graduação,,não,não,telefone móvel,abril,sexta-feira,média,2,nenhum,não
50,especialista,casado(a),ensino técnico,,sim,sim,telefone móvel,julho,sexta-feira,média,1,nenhum,não
28,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone móvel,novembro,terça-feira,longa,2,mais de um,sim
45,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,sexta-feira,longa,2,nenhum,sim
54,trabalhador manual,casado(a),básico,,não,não,telefone fixo,julho,terça-feira,curta,1,nenhum,não
47,gerência,divorciado(a),básico,não,não,não,telefone fixo,julho,quarta-feira,média,5,nenhum,não
27,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,setembro,quinta-feira,longa,1,apenas um,sim
28,terceirizados,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,quinta-feira,longa,2,apenas um,não
32,gerência,casado(a),graduação,não,sim,não,telefone móvel,junho,terça-feira,longa,1,nenhum,sim
36,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,maio,quarta-feira,longa,3,nenhum,não
30,terceirizados,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,curta,3,nenhum,não
31,,solteiro(a),ensino técnico,não,sim,não,telefone móvel,setembro,terça-feira,média,2,apenas um,sim
32,especialista,divorciado(a),ensino médio,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
44,escritório,casado(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,5,nenhum,não
31,empreendedor,casado(a),graduação,não,sim,sim,telefone móvel,agosto,sexta-feira,longa,2,nenhum,não
40,especialista,casado(a),graduação,não,sim,não,telefone fixo,maio,segunda-feira,média,3,nenhum,não
33,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,média,5,nenhum,sim
42,escritório,solteiro(a),graduação,,sim,sim,telefone fixo,maio,segunda-feira,média,6,nenhum,não
59,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,junho,sexta-feira,média,2,nenhum,não
60,aposentado,divorciado(a),básico,não,não,sim,telefone móvel,julho,segunda-feira,média,3,mais de um,sim
45,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,junho,quarta-feira,média,1,nenhum,não
38,empreendedor,solteiro(a),graduação,não,sim,não,telefone fixo,maio,segunda-feira,longa,2,nenhum,não
40,gerência,casado(a),graduação,,sim,não,telefone móvel,julho,segunda-feira,longa,3,nenhum,sim
35,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,segunda-feira,média,1,apenas um,não
62,gerência,casado(a),graduação,não,sim,não,telefone móvel,outubro,sexta-feira,longa,2,apenas um,sim
33,escritório,solteiro(a),graduação,,não,não,telefone fixo,maio,sexta-feira,curta,3,nenhum,não
47,terceirizados,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,curta,3,nenhum,não
39,trabalhador manual,solteiro(a),básico,,sim,não,telefone fixo,maio,quinta-feira,curta,7,nenhum,não
40,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,1,apenas um,não
53,gerência,casado(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,longa,3,mais de um,sim
26,escritório,solteiro(a),ensino médio,não,não,sim,telefone móvel,julho,terça-feira,longa,2,nenhum,não
42,empreendedor,divorciado(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,curta,10,nenhum,não
32,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,novembro,quarta-feira,média,3,nenhum,não
27,desempregado,solteiro(a),ensino médio,não,sim,não,telefone móvel,outubro,sexta-feira,longa,3,apenas um,sim
46,gerência,casado(a),graduação,,sim,sim,telefone móvel,julho,segunda-feira,curta,2,nenhum,não
36,escritório,casado(a),ensino médio,não,não,não,telefone móvel,julho,quarta-feira,longa,1,nenhum,sim
60,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,abril,quinta-feira,média,3,apenas um,não
43,do lar,casado(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
57,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,novembro,quarta-feira,curta,1,nenhum,não
31,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,média,1,nenhum,não
41,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,abril,segunda-feira,longa,1,apenas um,não
34,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,quinta-feira,longa,1,mais de um,sim
38,trabalhador manual,casado(a),ensino técnico,não,não,não,telefone fixo,junho,quinta-feira,curta,7,nenhum,não
57,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,média,1,nenhum,não
43,trabalhador manual,divorciado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,curta,2,nenhum,não
42,especialista,solteiro(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,média,2,nenhum,não
76,aposentado,casado(a),,não,sim,não,telefone móvel,abril,quinta-feira,média,2,nenhum,não
38,empreendedor,casado(a),ensino médio,não,não,sim,telefone fixo,maio,quarta-feira,longa,2,nenhum,não
43,trabalhador manual,solteiro(a),ensino médio,,sim,não,telefone móvel,julho,segunda-feira,curta,5,nenhum,não
33,empreendedor,casado(a),graduação,não,não,sim,telefone móvel,julho,sexta-feira,curta,1,nenhum,não
41,escritório,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,segunda-feira,curta,2,nenhum,não
33,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,maio,sexta-feira,curta,3,nenhum,não
43,especialista,casado(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,longa,1,nenhum,não
42,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,abril,sexta-feira,média,2,apenas um,não
30,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,junho,quarta-feira,média,1,nenhum,sim
42,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,segunda-feira,média,1,nenhum,não
40,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,abril,sexta-feira,média,2,nenhum,não
56,do lar,casado(a),básico,não,sim,não,telefone móvel,abril,segunda-feira,longa,1,nenhum,sim
33,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,média,3,nenhum,não
38,gerência,divorciado(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,sim
34,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,terça-feira,média,1,nenhum,não
36,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,agosto,quinta-feira,longa,1,nenhum,sim
35,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,junho,segunda-feira,longa,6,nenhum,sim
37,empreendedor,casado(a),graduação,não,não,sim,telefone fixo,maio,sexta-feira,longa,17,nenhum,não
37,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,segunda-feira,média,1,nenhum,não
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quarta-feira,curta,2,nenhum,não
37,escritório,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,curta,1,apenas um,não
32,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,1,apenas um,não
34,desempregado,divorciado(a),básico,não,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum,sim
53,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
41,escritório,casado(a),ensino médio,não,não,não,telefone fixo,junho,sexta-feira,longa,4,nenhum,não
53,escritório,casado(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,longa,7,nenhum,não
51,empreendedor,casado(a),básico,,não,não,telefone fixo,agosto,terça-feira,curta,2,nenhum,não
54,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,longa,1,nenhum,não
25,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,julho,sexta-feira,longa,5,nenhum,sim
42,empreendedor,casado(a),graduação,,sim,não,telefone fixo,maio,quinta-feira,média,1,nenhum,não
48,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,média,3,nenhum,não
38,gerência,divorciado(a),graduação,não,não,não,telefone móvel,maio,quinta-feira,curta,1,nenhum,não
38,escritório,divorciado(a),básico,não,não,não,telefone fixo,junho,terça-feira,longa,7,nenhum,sim
62,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,média,1,mais de um,sim
26,empreendedor,casado(a),ensino técnico,não,sim,não,telefone fixo,junho,quarta-feira,longa,2,nenhum,não
67,aposentado,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,apenas um,sim
35,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,abril,sexta-feira,média,2,nenhum,não
30,do lar,casado(a),ensino médio,não,não,não,telefone móvel,novembro,quinta-feira,curta,2,nenhum,não
52,gerência,casado(a),básico,não,não,não,telefone móvel,julho,quarta-feira,curta,3,nenhum,não
31,especialista,divorciado(a),ensino técnico,não,não,não,telefone móvel,julho,quarta-feira,média,1,nenhum,não
47,escritório,casado(a),ensino médio,não,não,não,telefone fixo,agosto,quarta-feira,média,2,nenhum,sim
26,terceirizados,solteiro(a),,não,sim,não,telefone móvel,junho,terça-feira,longa,1,nenhum,sim
43,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,quarta-feira,média,2,apenas um,não
38,desempregado,solteiro(a),graduação,não,sim,sim,telefone móvel,julho,quarta-feira,longa,1,mais de um,sim
53,escritório,divorciado(a),graduação,não,sim,não,telefone fixo,junho,sexta-feira,média,3,nenhum,não
46,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,2,nenhum,não
39,gerência,casado(a),básico,,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum,sim
44,escritório,casado(a),ensino médio,,não,não,telefone móvel,maio,quarta-feira,longa,2,nenhum,não
51,desempregado,casado(a),ensino médio,não,não,sim,telefone fixo,maio,quarta-feira,curta,12,nenhum,não
49,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,abril,sexta-feira,média,2,nenhum,não
35,escritório,solteiro(a),ensino médio,não,sim,sim,telefone móvel,abril,terça-feira,longa,2,nenhum,sim
39,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,longa,3,nenhum,não
31,,solteiro(a),ensino médio,não,não,não,telefone móvel,março,sexta-feira,média,5,mais de um,sim
47,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum,não
36,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,junho,segunda-feira,média,3,nenhum,não
27,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,não
32,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,quarta-feira,longa,1,nenhum,sim
49,trabalhador manual,casado(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,curta,3,nenhum,não
32,empreendedor,casado(a),ensino médio,não,sim,não,telefone fixo,junho,quinta-feira,média,1,nenhum,não
30,escritório,solteiro(a),básico,,sim,não,telefone móvel,maio,quinta-feira,longa,4,nenhum,sim
54,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum,não
38,empreendedor,casado(a),ensino técnico,não,sim,sim,telefone móvel,novembro,segunda-feira,longa,1,apenas um,sim
36,escritório,casado(a),básico,não,não,sim,telefone fixo,junho,segunda-feira,média,3,nenhum,não
40,desempregado,casado(a),ensino médio,não,não,não,telefone móvel,agosto,quinta-feira,média,3,nenhum,sim
37,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,quinta-feira,curta,3,nenhum,não
25,especialista,solteiro(a),básico,não,não,não,telefone móvel,maio,sexta-feira,curta,3,nenhum,não
37,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,mais de um,sim
32,escritório,solteiro(a),graduação,não,não,não,telefone fixo,junho,sexta-feira,média,2,nenhum,não
43,do lar,solteiro(a),básico,não,não,não,telefone fixo,junho,sexta-feira,longa,1,nenhum,não
30,trabalhador manual,divorciado(a),ensino médio,não,sim,não,telefone fixo,julho,quinta-feira,média,1,nenhum,não
40,empreendedor,casado(a),ensino médio,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,não
31,escritório,casado(a),ensino médio,não,não,não,telefone móvel,junho,segunda-feira,longa,1,nenhum,não
31,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,julho,sexta-feira,média,1,nenhum,não
47,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum,sim
37,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,média,1,nenhum,não
53,gerência,casado(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,média,3,mais de um,sim
40,gerência,casado(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,longa,1,nenhum,sim
53,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,curta,1,nenhum,não
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,média,1,nenhum,não
29,escritório,solteiro(a),ensino técnico,não,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum,não
36,gerência,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum,não
27,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,maio,segunda-feira,longa,2,nenhum,não
28,do lar,casado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,média,1,nenhum,não
36,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,segunda-feira,média,2,nenhum,não
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quarta-feira,longa,3,nenhum,não
37,escritório,solteiro(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,curta,3,apenas um,não
57,gerência,casado(a),básico,,não,não,telefone móvel,julho,segunda-feira,média,2,nenhum,não
37,trabalhador manual,solteiro(a),básico,não,não,sim,telefone móvel,maio,quinta-feira,longa,2,nenhum,sim
42,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,novembro,segunda-feira,média,4,nenhum,não
36,especialista,solteiro(a),graduação,não,não,sim,telefone móvel,agosto,quarta-feira,média,1,nenhum,não
46,terceirizados,casado(a),ensino médio,,sim,não,telefone móvel,agosto,quinta-feira,média,1,nenhum,não
49,escritório,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,longa,1,nenhum,não
36,escritório,casado(a),graduação,não,sim,não,telefone fixo,julho,sexta-feira,longa,1,mais de um,sim
45,escritório,divorciado(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,5,nenhum,sim
57,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,sexta-feira,média,5,nenhum,não
37,desempregado,casado(a),ensino médio,não,não,não,telefone fixo,outubro,quinta-feira,média,2,nenhum,não
42,empreendedor,casado(a),ensino médio,não,,,telefone fixo,junho,quarta-feira,média,1,nenhum,não
44,trabalhador manual,casado(a),básico,,,,telefone móvel,maio,terça-feira,curta,1,nenhum,não
59,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,terça-feira,longa,2,nenhum,sim
